"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Beer";"Marek";"";"Marek Beer";"Beer, Marek";"201";"männlich";"24.05.1988";"1";"Tschechische Republik";"CZ";"Mittelblock";"Nein";
"Chrtiansky";"Stefan";"";"Stefan Chrtiansky";"Chrtiansky, Stefan";"207";"männlich";"17.08.1989";"13";"Slowakei";"SK";"Außenangriff";"Nein";
"Duarte Souza Da Silva";"Douglas";"";"Douglas Duarte Souza Da Silva";"Duarte Souza Da Silva, Douglas";"203";"männlich";"24.09.1983";"14";"Brasilien";"BR";"Mittelblock";"Nein";
"Frances";"Pedro Henrique";"";"Pedro Henrique Frances";"Frances, Pedro Henrique";"208";"männlich";"30.06.1989";"11";"Brasilien";"BR";"Mittelblock";"Nein";
"Gelinski";"Danilo";"";"Danilo Gelinski";"Gelinski, Danilo";"193";"männlich";"13.03.1990";"6";"Brasilien";"BR";"Zuspiel";"Nein";
"Grobelny";"Igor Oskar";"";"Igor Oskar Grobelny";"Grobelny, Igor Oskar";"194";"männlich";"08.06.1993";"7";"Belgien";"BE";"Außenangriff";"Nein";
"Koncal";"Daniel";"";"Daniel Koncal";"Koncal, Daniel";"188";"männlich";"16.09.1982";"16";"Slowakei";"SK";"Zuspiel";"Nein";
"Kronthaler";"Niklas";"";"Niklas Kronthaler";"Kronthaler, Niklas";"193";"männlich";"14.05.1994";"15";"Österreich";"AT";"Außenangriff";"Nein";
"Mlynarcik";"Peter";"";"Peter Mlynarcik";"Mlynarcik, Peter";"200";"männlich";"29.11.1991";"3";"Slowakei";"SK";"Diagonal";"Nein";
"Moreno Mosquera";"Juan Pablo";"";"Juan Pablo Moreno Mosquera";"Moreno Mosquera, Juan Pablo";"195";"männlich";"11.11.1997";"5";"Kolumbien";"CO";"Diagonal";"Nein";
"Pietruczuk";"Bartosz";"";"Bartosz Pietruczuk";"Pietruczuk, Bartosz";"197";"männlich";"26.02.1993";"8";"Polen";"PL";"Außenangriff";"Nein";
"Provenzano Joao De Deus";"Lucas";"";"Lucas Provenzano Joao De Deus";"Provenzano Joao De Deus, Lucas";"178";"männlich";"26.01.1987";"2";"Brasilien";"BR";"Libero";"Nein";
"Sagstetter";"Jonas";"";"Jonas Sagstetter";"Sagstetter, Jonas";"190";"männlich";"21.04.1999";"4";"Deutschland";"DE";"Außenangriff";"Nein";
"Topalov";"Georgi Veselinov";"";"Georgi Veselinov Topalov";"Topalov, Georgi Veselinov";"197";"männlich";"23.03.1993";"9";"Bulgarien";"BG";"Zuspiel";"Nein";
"Verhoeff";"Rudy Pieter";"";"Rudy Pieter Verhoeff";"Verhoeff, Rudy Pieter";"197";"männlich";"24.06.1989";"10";"Kanada";"CA";"Diagonal";"Nein";
"Chrtiansky";"Stefan";"";"Stefan Chrtiansky";"Chrtiansky, Stefan";"";"männlich";"13.05.1962";"";"Slowakei";"SK";"Trainer";"Nein";
"Palgut";"Miroslav";"";"Miroslav Palgut";"Palgut, Miroslav";"";"männlich";"16.05.1965";"";"Slowakei";"SK";"Co-Trainer";"Nein";
"Pöder";"Martin";"";"Martin Pöder";"Pöder, Martin";"";"männlich";"04.11.1974";"";"Italien";"IT";"Co-Trainer (Scout)";"Ja";
"Stahl";"Thomas";"Dr.";"Dr. Thomas Stahl";"Dr. Stahl, Thomas";"0";"männlich";"08.12.1954";"";"Deutschland";"DE";"Arzt";"Ja";
"Zelger";"Bernhard";"";"Bernhard Zelger";"Zelger, Bernhard";"";"männlich";"13.02.1989";"";"Österreich";"AT";"Physiotherapeut";"Ja";
"Bader";"Gerhard";"";"Gerhard Bader";"Bader, Gerhard";"";"männlich";"10.06.1958";"";"Österreich";"AT";"Statistiker";"Ja";
