"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Baxpöhler";"Noah";"";"Noah Baxpöhler";"Baxpöhler, Noah";"209";"männlich";"13.08.1993";"4";"Deutschland";"DE";"Mittelblock";"Nein";
"Horn";"Maximilian";"";"Maximilian Horn";"Horn, Maximilian";"188";"männlich";"07.08.1996";"16";"Deutschland";"DE";"Zuspiel";"Nein";
"Karanovic";"Vuk";"";"Vuk Karanovic";"Karanovic, Vuk";"196";"männlich";"18.12.1987";"5";"Kroatien";"HR";"Außenangriff";"Nein";
"Karlitzek";"Moritz";"";"Moritz Karlitzek";"Karlitzek, Moritz";"191";"männlich";"12.08.1996";"13";"Deutschland";"DE";"Außenangriff";"Nein";
"Kellermann";"Sven";"";"Sven Kellermann";"Kellermann, Sven";"203";"männlich";"17.07.1987";"10";"Deutschland";"DE";"Mittelblock";"Nein";
"Kocian";"Adam";"";"Adam Kocian";"Kocian, Adam";"192";"männlich";"01.04.1995";"18";"Deutschland";"DE";"Zuspiel";"Nein";
"Meuter";"Maximilian";"";"Maximilian Meuter";"Meuter, Maximilian";"183";"männlich";"24.11.1989";"6";"Deutschland";"DE";"Universal";"Nein";
"Nürnberger";"Hans-Peter";"";"Hans-Peter Nürnberger";"Nürnberger, Hans-Peter";"196";"männlich";"25.07.1985";"9";"Deutschland";"DE";"Diagonal";"Nein";
"Poluga";"Nikola";"";"Nikola Poluga";"Poluga, Nikola";"201";"männlich";"01.03.1986";"1";"Serbien";"RS";"Mittelblock";"Nein";
"Speta";"Patrick";"";"Patrick Speta";"Speta, Patrick";"197";"männlich";"15.11.1991";"12";"Tschechische Republik";"CZ";"Zuspiel";"Nein";
"Stein";"Itamar";"";"Itamar Stein";"Stein, Itamar";"199";"männlich";"12.02.1983";"2";"Israel";"IL";"Diagonal";"Nein";
"Tille";"Leonhard";"";"Leonhard Tille";"Tille, Leonhard";"185";"männlich";"17.03.1995";"17";"Deutschland";"DE";"Libero";"Nein";
"Welter";"Thiago Jose";"";"Thiago Jose Welter";"Welter, Thiago Jose";"192";"männlich";"04.04.1988";"7";"Brasilien";"BR";"Libero";"Nein";
"Maric";"Milan";"";"Milan Maric";"Maric, Milan";"0";"männlich";"02.10.1961";"";"Bosnien und Herzegowina";"BA";"Trainer";"Nein";
"Pohl";"Volker";"";"Volker Pohl";"Pohl, Volker";"0";"männlich";"22.05.1961";"";"Deutschland";"DE";"Co-Trainer";"Nein";
"Rothhaupt";"Dirk";"Dr. med.";"Dr. med. Dirk Rothhaupt";"Dr. med. Rothhaupt, Dirk";"";"männlich";"09.03.1967";"";"Deutschland";"DE";"Arzt";"Nein";
"Rühr";"Cindy-Nadine";"";"Cindy-Nadine Rühr";"Rühr, Cindy-Nadine";"";"weiblich";"24.03.1990";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"privat - ausgeblendet";"privat - ausgeblendet";"";"privat - ausgeblendet";"privat - ausgeblendet";"187";"männlich";"30.03.1985";"";"Deutschland";"DE";"Statistiker";"Ja";
