"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Birks";"Jocelynn Michelle";"";"Jocelynn Michelle Birks";"Birks, Jocelynn Michelle";"188";"weiblich";"21.08.1993";"3";"Vereinigte Staaten von Amerika";"US";"Außenangriff";"Nein";
"Cooper";"Brittnee";"";"Brittnee Cooper";"Cooper, Brittnee";"191";"weiblich";"26.02.1988";"1";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Courtois";"Valerie";"";"Valerie Courtois";"Courtois, Valerie";"172";"weiblich";"01.11.1990";"11";"Belgien";"BE";"Libero";"Nein";
"Cross";"Jennifer";"";"Jennifer Cross";"Cross, Jennifer";"195";"weiblich";"04.07.1992";"12";"Kanada";"CA";"Mittelblock";"Nein";
"Hodanová";"Eva";"";"Eva Hodanová";"Hodanová, Eva";"189";"weiblich";"18.12.1993";"13";"Tschechische Republik";"CZ";"Außenangriff";"Nein";
"Johnson";"Erin";"";"Erin Johnson";"Johnson, Erin";"190";"weiblich";"27.12.1990";"18";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Kömmling";"Elena";"";"Elena Kömmling";"Kömmling, Elena";"178";"weiblich";"01.01.2000";"1";"Deutschland";"DE";"Außenangriff";"Nein";
"Maase";"Rica";"";"Rica Maase";"Maase, Rica";"187";"weiblich";"22.11.1999";"10";"Deutschland";"DE";"Diagonal";"Nein";
"Mancuso";"Gina";"";"Gina Mancuso";"Mancuso, Gina";"183";"weiblich";"31.05.1991";"17";"Vereinigte Staaten von Amerika";"US";"Außenangriff";"Nein";
"Mc Mahon";"Elizabeth Ann";"";"Elizabeth Ann Mc Mahon";"Mc Mahon, Elizabeth Ann";"199";"weiblich";"27.02.1993";"14";"Vereinigte Staaten von Amerika";"US";"Diagonal";"Nein";
"Purchartová";"Barbora";"";"Barbora Purchartová";"Purchartová, Barbora";"189";"weiblich";"09.05.1992";"8";"Tschechische Republik";"CZ";"Mittelblock";"Nein";
"Rolfzen";"Amber";"";"Amber Rolfzen";"Rolfzen, Amber";"192";"weiblich";"25.08.1994";"17";"Vereinigte Staaten von Amerika";"US";"Diagonal";"Nein";
"Rolfzen";"Kadie";"";"Kadie Rolfzen";"Rolfzen, Kadie";"192";"weiblich";"25.08.1994";"15";"Vereinigte Staaten von Amerika";"US";"Außenangriff";"Nein";
"Schoot";"Myrthe Mathilde";"";"Myrthe Mathilde Schoot";"Schoot, Myrthe Mathilde";"183";"weiblich";"29.08.1988";"9";"Niederlande";"NL";"Libero";"Nein";
"Schwabe";"Katharina";"";"Katharina Schwabe";"Schwabe, Katharina";"180";"weiblich";"29.04.1993";"16";"Deutschland";"DE";"Außenangriff";"Nein";
"Smutna";"Lucie";"";"Lucie Smutna";"Smutna, Lucie";"180";"weiblich";"14.04.1991";"6";"Tschechische Republik";"CZ";"Zuspiel";"Nein";
"Strumilo";"Dominika";"";"Dominika Strumilo";"Strumilo, Dominika";"187";"weiblich";"26.12.1996";"7";"Belgien";"BE";"Außenangriff";"Nein";
"von Römer";"Mareen";"";"Mareen von Römer";"von Römer, Mareen";"182";"weiblich";"26.03.1987";"2";"Deutschland";"DE";"Zuspiel";"Nein";
"Weitzel";"Camilla";"";"Camilla Weitzel";"Weitzel, Camilla";"195";"weiblich";"11.06.2000";"1";"Deutschland";"DE";"Mittelblock";"Nein";
"Waibl";"Alexander";"";"Alexander Waibl";"Waibl, Alexander";"0";"männlich";"20.03.1968";"";"Deutschland";"DE";"Trainer";"Nein";
"Hooi";"Jairo Joshua Armand";"";"Jairo Joshua Armand Hooi";"Hooi, Jairo Joshua Armand";"201";"männlich";"13.03.1978";"";"Niederlande";"NL";"Co-Trainer";"Nein";
"Rath";"Ulrich";"";"Ulrich Rath";"Rath, Ulrich";"0";"männlich";"22.09.1964";"";"Deutschland";"DE";"Co-Trainer";"Nein";
"Müller";"Till";"";"Till Müller";"Müller, Till";"0";"männlich";"20.10.1992";"";"Deutschland";"DE";"Co-Trainer (Scout)";"Ja";
"Höhne";"Attila";"Dr.";"Dr. Attila Höhne";"Dr. Höhne, Attila";"";"männlich";"06.12.1970";"";"Deutschland";"DE";"Arzt";"Ja";
"Lorenz";"Tino";"Dr.";"Dr. Tino Lorenz";"Dr. Lorenz, Tino";"";"männlich";"20.07.1962";"";"Deutschland";"DE";"Arzt";"Ja";
"Hartmann";"Christoph";"";"Christoph Hartmann";"Hartmann, Christoph";"0";"männlich";"09.05.1987";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Hippe";"Marcus";"";"Marcus Hippe";"Hippe, Marcus";"";"männlich";"08.06.1988";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Meinel";"Raphael";"";"Raphael Meinel";"Meinel, Raphael";"0";"männlich";"05.10.1980";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Müller";"Till";"";"Till Müller";"Müller, Till";"0";"männlich";"20.10.1992";"";"Deutschland";"DE";"Statistiker";"Ja";
