"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Auste";"Maximilian";"";"Maximilian Auste";"Auste, Maximilian";"206";"männlich";"27.01.1997";"15";"Deutschland";"DE";"Universal";"Nein";
"Baroti";"Arpad";"";"Arpad Baroti";"Baroti, Arpad";"206";"männlich";"23.10.1991";"8";"Ungarn";"HU";"Diagonal";"Nein";
"Bogachev";"Egor";"";"Egor Bogachev";"Bogachev, Egor";"203";"männlich";"06.04.1997";"17";"Deutschland";"DE";"Außenangriff";"Nein";
"Carroll";"Paul";"";"Paul Carroll";"Carroll, Paul";"206";"männlich";"16.05.1986";"12";"Australien";"AU";"Diagonal";"Nein";
"De Marchi";"Francesco";"";"Francesco De Marchi";"De Marchi, Francesco";"193";"männlich";"17.06.1986";"18";"Italien";"IT";"Außenangriff";"Nein";
"Fischer";"Felix";"";"Felix Fischer";"Fischer, Felix";"203";"männlich";"27.02.1983";"6";"Deutschland";"DE";"Mittelblock";"Nein";
"Kmet";"Tomas";"";"Tomas Kmet";"Kmet, Tomas";"202";"männlich";"01.12.1981";"14";"Slowakei";"SK";"Mittelblock";"Nein";
"Kromm";"Robert";"";"Robert Kromm";"Kromm, Robert";"212";"männlich";"09.03.1984";"3";"Deutschland";"DE";"Außenangriff";"Nein";
"Kühner";"Sebastian";"";"Sebastian Kühner";"Kühner, Sebastian";"203";"männlich";"15.03.1987";"10";"Deutschland";"DE";"Zuspiel";"Nein";
"Le Goff";"Nicolas";"";"Nicolas Le Goff";"Le Goff, Nicolas";"205";"männlich";"15.02.1992";"7";"Frankreich";"FR";"Mittelblock";"Nein";
"Lotman";"Paul";"";"Paul Lotman";"Lotman, Paul";"200";"männlich";"03.11.1985";"9";"Vereinigte Staaten von Amerika";"US";"Außenangriff";"Nein";
"Schott";"Ruben";"";"Ruben Schott";"Schott, Ruben";"192";"männlich";"08.07.1994";"13";"Deutschland";"DE";"Außenangriff";"Nein";
"Shoji";"Erik";"";"Erik Shoji";"Shoji, Erik";"184";"männlich";"24.08.1989";"2";"Vereinigte Staaten von Amerika";"US";"Libero";"Nein";
"Zhukouski";"Tsimafei";"";"Tsimafei Zhukouski";"Zhukouski, Tsimafei";"196";"männlich";"18.12.1989";"11";"Kroatien";"HR";"Zuspiel";"Nein";
"Shimbo";"Koichiro";"";"Koichiro Shimbo";"Shimbo, Koichiro";"";"männlich";"11.04.1972";"";"Japan";"JP";"Co-Trainer";"Nein";
"Miltner";"Oliver";"Dr.";"Dr. Oliver Miltner";"Dr. Miltner, Oliver";"0";"männlich";"27.01.1964";"";"Deutschland";"DE";"Arzt";"Ja";
"Riekehr";"Sebastian";"";"Sebastian Riekehr";"Riekehr, Sebastian";"";"männlich";"23.04.1980";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Schwan";"Christian";"";"Christian Schwan";"Schwan, Christian";"0";"männlich";"23.08.1986";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Vogel";"Florian";"";"Florian Vogel";"Vogel, Florian";"0";"männlich";"29.04.1988";"";"Deutschland";"DE";"Statistiker";"Ja";
