"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Harms";"Katherine";"";"Katherine Harms";"Harms, Katherine";"184";"weiblich";"29.11.1990";"8";"Vereinigte Staaten von Amerika";"US";"Diagonal";"Nein";
"Hindriksen";"Mareike";"";"Mareike Hindriksen";"Hindriksen, Mareike";"182";"weiblich";"14.11.1987";"2";"Deutschland";"DE";"Zuspiel";"Nein";
"Jovy-Heuser";"Alessandra";"";"Alessandra Jovy-Heuser";"Jovy-Heuser, Alessandra";"187";"weiblich";"22.09.1991";"16";"Deutschland";"DE";"Mittelblock";"Nein";
"Lindow";"Nichole";"";"Nichole Lindow";"Lindow, Nichole";"185";"weiblich";"06.08.1992";"15";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Malevic";"Martina";"";"Martina Malevic";"Malevic, Martina";"172";"weiblich";"07.12.1990";"4";"Kroatien";"HR";"Libero";"Nein";
"Meyers";"Heather";"";"Heather Meyers";"Meyers, Heather";"183";"weiblich";"18.04.1989";"10";"Vereinigte Staaten von Amerika";"US";"Universal";"Nein";
"Miyashiro";"Tamari";"";"Tamari Miyashiro";"Miyashiro, Tamari";"170";"weiblich";"08.07.1987";"11";"Vereinigte Staaten von Amerika";"US";"Libero";"Nein";
"Papafotiou";"Athina";"";"Athina Papafotiou";"Papafotiou, Athina";"180";"weiblich";"23.08.1989";"12";"Griechenland";"GR";"Zuspiel";"Nein";
"Renkema";"Kim";"";"Kim Renkema";"Renkema, Kim";"179";"weiblich";"28.06.1987";"5";"Niederlande";"NL";"Außenangriff";"Nein";
"Sandor";"Renata";"";"Renata Sandor";"Sandor, Renata";"182";"weiblich";"15.12.1990";"7";"Ungarn";"HU";"Außenangriff";"Nein";
"Tomazela Pissinato";"Micheli";"";"Micheli Tomazela Pissinato";"Tomazela Pissinato, Micheli";"184";"weiblich";"28.03.1984";"3";"Brasilien";"BR";"Mittelblock";"Nein";
"Wlk";"Jelena";"";"Jelena Wlk";"Wlk, Jelena";"178";"weiblich";"16.04.1993";"1";"Deutschland";"DE";"Außenangriff";"Nein";
"Naranjo Hernández";"Guillermo";"";"Guillermo Naranjo Hernández";"Naranjo Hernández, Guillermo";"";"männlich";"18.06.1977";"";"Spanien";"ES";"Trainer";"Nein";
"Athanasopoulos";"Ioannis";"";"Ioannis Athanasopoulos";"Athanasopoulos, Ioannis";"190";"männlich";"24.08.1978";"";"Griechenland";"GR";"Co-Trainer";"Nein";
"Hoffmann";"Andreas Hans";"Dr.";"Dr. Andreas Hans Hoffmann";"Dr. Hoffmann, Andreas Hans";"0";"männlich";"30.05.1966";"";"Deutschland";"DE";"Arzt";"Ja";
"Wilke";"Pia";"";"Pia Wilke";"Wilke, Pia";"0";"weiblich";"09.06.1988";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Bühler";"Andreas";"";"Andreas Bühler";"Bühler, Andreas";"0";"männlich";"17.06.1973";"";"Deutschland";"DE";"Statistiker";"Ja";
