"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Bartsch";"Michelle";"";"Michelle Bartsch";"Bartsch, Michelle";"193";"weiblich";"12.02.1990";"15";"Vereinigte Staaten von Amerika";"US";"Außenangriff";"Nein";
"Dijkema";"Laura";"";"Laura Dijkema";"Dijkema, Laura";"185";"weiblich";"18.02.1990";"7";"Niederlande";"NL";"Zuspiel";"Nein";
"Ferrari";"Chloe";"";"Chloe Ferrari";"Ferrari, Chloe";"185";"weiblich";"21.07.1992";"11";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Izquierdo-Mocasqui";"Lisa";"";"Lisa Izquierdo-Mocasqui";"Izquierdo-Mocasqui, Lisa";"177";"weiblich";"29.08.1994";"13";"Deutschland";"DE";"Außenangriff";"Nein";
"Jackson";"Cursty";"";"Cursty Jackson";"Jackson, Cursty";"185";"weiblich";"11.09.1990";"10";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Kirsten";"Maria";"";"Maria Kirsten";"Kirsten, Maria";"180";"weiblich";"08.05.1996";"2";"Deutschland";"DE";"Zuspiel";"Nein";
"Kreklow";"Molly";"";"Molly Kreklow";"Kreklow, Molly";"184";"weiblich";"17.02.1992";"1";"Vereinigte Staaten von Amerika";"US";"Zuspiel";"Nein";
"Kuhn";"Steffi";"";"Steffi Kuhn";"Kuhn, Steffi";"181";"weiblich";"12.05.1996";"17";"Deutschland";"DE";"Außenangriff";"Nein";
"Langgemach";"Juliane";"";"Juliane Langgemach";"Langgemach, Juliane";"186";"weiblich";"06.11.1994";"12";"Deutschland";"DE";"Mittelblock";"Nein";
"Lippmann";"Louisa";"";"Louisa Lippmann";"Lippmann, Louisa";"191";"weiblich";"23.09.1994";"8";"Deutschland";"DE";"Diagonal";"Nein";
"Marcelle";"Shanice";"";"Shanice Marcelle";"Marcelle, Shanice";"183";"weiblich";"28.05.1990";"18";"Kanada";"CA";"Außenangriff";"Nein";
"Mikhailenko";"Kristina";"";"Kristina Mikhailenko";"Mikhailenko, Kristina";"188";"weiblich";"26.03.1992";"3";"Belarus (Weißrussland)";"BY";"Diagonal";"Nein";
"Pencová";"Jaroslava";"";"Jaroslava Pencová";"Pencová, Jaroslava";"191";"weiblich";"24.06.1990";"6";"Slowakei";"SK";"Mittelblock";"Nein";
"Petter";"Michelle";"";"Michelle Petter";"Petter, Michelle";"176";"weiblich";"04.02.1997";"2";"Deutschland";"DE";"Libero";"Nein";
"Plath";"Constance";"";"Constance Plath";"Plath, Constance";"185";"weiblich";"16.04.1996";"2";"Deutschland";"DE";"Mittelblock";"Nein";
"Schoot";"Myrthe Mathilde";"";"Myrthe Mathilde Schoot";"Schoot, Myrthe Mathilde";"183";"weiblich";"29.08.1988";"9";"Niederlande";"NL";"Libero";"Nein";
"Schwabe";"Katharina";"";"Katharina Schwabe";"Schwabe, Katharina";"180";"weiblich";"29.04.1993";"16";"Deutschland";"DE";"Außenangriff";"Nein";
"Stock";"Lisa";"";"Lisa Stock";"Stock, Lisa";"168";"weiblich";"06.06.1994";"14";"Deutschland";"DE";"Libero";"Nein";
"Wolf";"Luise";"";"Luise Wolf";"Wolf, Luise";"182";"weiblich";"14.11.1997";"2";"Deutschland";"DE";"Außenangriff";"Nein";
"Waibl";"Alexander";"";"Alexander Waibl";"Waibl, Alexander";"0";"männlich";"20.03.1968";"";"Deutschland";"DE";"Trainer";"Nein";
"Masek";"Michal";"";"Michal Masek";"Masek, Michal";"0";"männlich";"08.08.1983";"";"Slowakei";"SK";"Co-Trainer";"Nein";
"Müller";"Till";"";"Till Müller";"Müller, Till";"0";"männlich";"20.10.1992";"";"Deutschland";"DE";"Co-Trainer (Scout)";"Ja";
"Rath";"Ulrich";"";"Ulrich Rath";"Rath, Ulrich";"0";"männlich";"22.09.1964";"";"Deutschland";"DE";"Co-Trainer (Scout)";"Ja";
"Schwabe";"Katharina";"";"Katharina Schwabe";"Schwabe, Katharina";"180";"weiblich";"29.04.1993";"";"Deutschland";"DE";"Co-Trainer (Scout)";"Ja";
"Höhne";"Attila";"Dr.";"Dr. Attila Höhne";"Dr. Höhne, Attila";"";"männlich";"06.12.1970";"";"Deutschland";"DE";"Arzt";"Ja";
"Lorenz";"Tino";"Dr.";"Dr. Tino Lorenz";"Dr. Lorenz, Tino";"";"männlich";"20.07.1962";"";"Deutschland";"DE";"Arzt";"Ja";
"Hartmann";"Christoph";"";"Christoph Hartmann";"Hartmann, Christoph";"0";"männlich";"09.05.1987";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Meinel";"Raphael";"";"Raphael Meinel";"Meinel, Raphael";"0";"männlich";"05.10.1980";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Müller";"Till";"";"Till Müller";"Müller, Till";"0";"männlich";"20.10.1992";"";"Deutschland";"DE";"Statistiker";"Ja";
