"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Alves Oliveira Ferreira";"Cristina";"";"Cristina Alves Oliveira Ferreira";"Alves Oliveira Ferreira, Cristina";"185";"weiblich";"30.06.1982";"1";"Brasilien";"BR";"Mittelblock";"Nein";
"Bartsch";"Michelle";"";"Michelle Bartsch";"Bartsch, Michelle";"193";"weiblich";"12.02.1990";"4";"Vereinigte Staaten von Amerika";"US";"Außenangriff";"Nein";
"Campbell";"Norisha";"";"Norisha Campbell";"Campbell, Norisha";"192";"weiblich";"21.09.1980";"17";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Geerties";"Jennifer";"";"Jennifer Geerties";"Geerties, Jennifer";"185";"weiblich";"05.04.1994";"15";"Deutschland";"DE";"Außenangriff";"Nein";
"Hagglund";"Jenna";"";"Jenna Hagglund";"Hagglund, Jenna";"177";"weiblich";"28.05.1989";"16";"Vereinigte Staaten von Amerika";"US";"Zuspiel";"Nein";
"Helterhoff";"Linda";"";"Linda Helterhoff";"Helterhoff, Linda";"180";"weiblich";"26.11.1992";"8";"Deutschland";"DE";"Zuspiel";"Nein";
"Lamb";"Dominique";"";"Dominique Lamb";"Lamb, Dominique";"184";"weiblich";"05.12.1985";"2";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Mesa Luaces";"Liana";"";"Liana Mesa Luaces";"Mesa Luaces, Liana";"184";"weiblich";"26.12.1977";"11";"Kuba";"CU";"Diagonal";"Nein";
"Pogany";"Anna";"";"Anna Pogany";"Pogany, Anna";"168";"weiblich";"21.07.1994";"12";"Deutschland";"DE";"Libero";"Nein";
"Sperl";"Silvia";"";"Silvia Sperl";"Sperl, Silvia";"177";"weiblich";"02.10.1991";"7";"Deutschland";"DE";"Außenangriff";"Nein";
"Stigrot";"Lena";"";"Lena Stigrot";"Stigrot, Lena";"182";"weiblich";"20.12.1994";"14";"Deutschland";"DE";"Außenangriff";"Nein";
"Stöhr";"Celin";"";"Celin Stöhr";"Stöhr, Celin";"192";"weiblich";"22.11.1993";"6";"Deutschland";"DE";"Mittelblock";"Nein";
"Kronseder";"Jonas";"";"Jonas Kronseder";"Kronseder, Jonas";"190";"männlich";"23.10.1987";"";"Deutschland";"DE";"Trainer";"Nein";
"Bondar";"Vera";"";"Vera Bondar";"Bondar, Vera";"0";"weiblich";"10.10.1960";"";"Russische Föderation";"RU";"Co-Trainer";"Nein";
"Attenberger";"Karl-Heinz";"Dr.";"Dr. Karl-Heinz Attenberger";"Dr. Attenberger, Karl-Heinz";"0";"männlich";"10.03.1958";"";"Deutschland";"DE";"Arzt";"Ja";
"Brandmeier";"Anton";"";"Anton Brandmeier";"Brandmeier, Anton";"0";"männlich";"16.11.1965";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Hartl";"Maximilian";"";"Maximilian Hartl";"Hartl, Maximilian";"0";"männlich";"15.04.1981";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Krüger";"Sergej";"";"Sergej Krüger";"Krüger, Sergej";"0";"männlich";"29.01.1988";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Steigemann";"Florian";"";"Florian Steigemann";"Steigemann, Florian";"0";"männlich";"28.07.1987";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Kronseder";"Jonas";"";"Jonas Kronseder";"Kronseder, Jonas";"190";"männlich";"23.10.1987";"";"Deutschland";"DE";"Statistiker";"Ja";
