"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Atanasov";"Martin";"";"Martin Atanasov";"Atanasov, Martin";"198";"männlich";"27.09.1996";"8";"Bulgarien";"BG";"Außenangriff";"Nein";
"Bo??d?";"Bart?omiej";"";"Bart?omiej Bo??d?";"Bo??d?, Bart?omiej";"203";"männlich";"28.09.1994";"1";"Polen";"PL";"Diagonal";"Nein";
"Collin";"Philipp";"";"Philipp Collin";"Collin, Philipp";"204";"männlich";"28.10.1990";"9";"Deutschland";"DE";"Mittelblock";"Nein";
"Günthör";"Jakob";"";"Jakob Günthör";"Günthör, Jakob";"212";"männlich";"21.09.1995";"12";"Deutschland";"DE";"Mittelblock";"Ja";
"Kevorken";"Scott Michael";"";"Scott Michael Kevorken";"Kevorken, Scott Michael";"206";"männlich";"16.02.1991";"16";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Kocian";"Tomas";"";"Tomas Kocian";"Kocian, Tomas";"192";"männlich";"27.03.1988";"17";"Deutschland";"DE";"Zuspiel";"Nein";
"Malescha";"Daniel";"";"Daniel Malescha";"Malescha, Daniel";"203";"männlich";"28.04.1994";"11";"Deutschland";"DE";"Diagonal";"Ja";
"Protopsaltis";"Athanasios";"";"Athanasios Protopsaltis";"Protopsaltis, Athanasios";"180";"männlich";"12.09.1993";"7";"Griechenland";"GR";"Außenangriff";"Nein";
"Sossenheimer";"David";"";"David Sossenheimer";"Sossenheimer, David";"193";"männlich";"21.06.1996";"5";"Deutschland";"DE";"Außenangriff";"Nein";
"Späth-Westerholt";"Thilo";"";"Thilo Späth-Westerholt";"Späth-Westerholt, Thilo";"188";"männlich";"08.06.1987";"3";"Deutschland";"DE";"Libero";"Nein";
"Steuerwald";"Markus";"";"Markus Steuerwald";"Steuerwald, Markus";"182";"männlich";"07.03.1989";"13";"Deutschland";"DE";"Libero";"Nein";
"Takvam";"Andreas";"";"Andreas Takvam";"Takvam, Andreas";"200";"männlich";"04.06.1993";"4";"Norwegen";"NO";"Universal";"Nein";
"Tischer";"Simon";"";"Simon Tischer";"Tischer, Simon";"199";"männlich";"24.04.1982";"10";"Deutschland";"DE";"Zuspiel";"Nein";
"Heynen";"Vital";"";"Vital Heynen";"Heynen, Vital";"";"männlich";"12.06.1969";"";"Belgien";"BE";"Trainer";"Ja";
"Swaczyna";"Adam";"";"Adam Swaczyna";"Swaczyna, Adam";"";"männlich";"04.05.1989";"";"Deutschland";"DE";"Co-Trainer";"Ja";
"Vemic";"Radomir";"";"Radomir Vemic";"Vemic, Radomir";"";"männlich";"28.04.1984";"";"Serbien";"RS";"Co-Trainer (Scout)";"Ja";
"Frei";"Patrick";"";"Patrick Frei";"Frei, Patrick";"";"männlich";"19.04.1973";"";"Deutschland";"DE";"Arzt";"Ja";
"Kees";"Johann";"";"Johann Kees";"Kees, Johann";"0";"männlich";"07.01.1962";"";"Deutschland";"DE";"Arzt";"Ja";
"Hoch";"Catharina";"";"Catharina Hoch";"Hoch, Catharina";"";"weiblich";"07.08.1985";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Klenk";"Oliver";"";"Oliver Klenk";"Klenk, Oliver";"0";"männlich";"12.04.1979";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Vemic";"Radomir";"";"Radomir Vemic";"Vemic, Radomir";"";"männlich";"28.04.1984";"";"Serbien";"RS";"Statistiker";"Ja";
