"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Auste";"Maximilian";"";"Maximilian Auste";"Auste, Maximilian";"206";"männlich";"27.01.1997";"15";"Deutschland";"DE";"Außenangriff";"Nein";
"Bogachev";"Egor";"";"Egor Bogachev";"Bogachev, Egor";"203";"männlich";"06.04.1997";"17";"Deutschland";"DE";"Außenangriff";"Nein";
"Carroll";"Paul";"";"Paul Carroll";"Carroll, Paul";"206";"männlich";"16.05.1986";"12";"Australien";"AU";"Diagonal";"Nein";
"Fischer";"Felix";"";"Felix Fischer";"Fischer, Felix";"203";"männlich";"27.02.1983";"6";"Deutschland";"DE";"Mittelblock";"Nein";
"Kromm";"Robert";"";"Robert Kromm";"Kromm, Robert";"212";"männlich";"09.03.1984";"3";"Deutschland";"DE";"Außenangriff";"Nein";
"Kühner";"Sebastian";"";"Sebastian Kühner";"Kühner, Sebastian";"203";"männlich";"15.03.1987";"10";"Deutschland";"DE";"Zuspiel";"Nein";
"Marshall";"Steven";"";"Steven Marshall";"Marshall, Steven";"191";"männlich";"23.11.1989";"2";"Kanada";"CA";"Außenangriff";"Nein";
"Okolic";"Aleksandar";"";"Aleksandar Okolic";"Okolic, Aleksandar";"205";"männlich";"26.06.1993";"1";"Serbien";"RS";"Mittelblock";"Nein";
"Perry";"Luke";"";"Luke Perry";"Perry, Luke";"182";"männlich";"20.11.1995";"4";"Australien";"AU";"Libero";"Nein";
"Schott";"Ruben";"";"Ruben Schott";"Schott, Ruben";"192";"männlich";"08.07.1994";"13";"Deutschland";"DE";"Außenangriff";"Nein";
"ter Maat";"Wouter";"";"Wouter ter Maat";"ter Maat, Wouter";"200";"männlich";"07.05.1991";"16";"Niederlande";"NL";"Diagonal";"Nein";
"Vigrass";"Graham";"";"Graham Vigrass";"Vigrass, Graham";"203";"männlich";"17.06.1989";"8";"Kanada";"CA";"Mittelblock";"Nein";
"Zhukouski";"Tsimafei";"";"Tsimafei Zhukouski";"Zhukouski, Tsimafei";"196";"männlich";"18.12.1989";"11";"Kroatien";"HR";"Zuspiel";"Nein";
"Serniotti";"Roberto";"";"Roberto Serniotti";"Serniotti, Roberto";"";"männlich";"01.05.1962";"";"Italien";"IT";"Trainer";"Nein";
"Oro";"Lucio";"";"Lucio Oro";"Oro, Lucio";"";"männlich";"19.04.1977";"";"Italien";"IT";"Co-Trainer";"Nein";
"Miltner";"Oliver";"Dr.";"Dr. Oliver Miltner";"Dr. Miltner, Oliver";"0";"männlich";"27.01.1964";"";"Deutschland";"DE";"Arzt";"Ja";
"Hempe";"Sebastian";"";"Sebastian Hempe";"Hempe, Sebastian";"";"männlich";"30.09.1990";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Riekehr";"Sebastian";"";"Sebastian Riekehr";"Riekehr, Sebastian";"";"männlich";"23.04.1980";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Puxeddu";"Manlio";"";"Manlio Puxeddu";"Puxeddu, Manlio";"";"männlich";"23.07.1974";"";"Italien";"IT";"Statistiker";"Ja";
"Vogel";"Florian";"";"Florian Vogel";"Vogel, Florian";"0";"männlich";"29.04.1988";"";"Deutschland";"DE";"Statistiker";"Ja";
