"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Andrae";"Björn";"";"Björn Andrae";"Andrae, Björn";"200";"männlich";"14.05.1981";"8";"Deutschland";"DE";"Außenangriff";"Nein";
"Ferch";"Iven Fietje";"";"Iven Fietje Ferch";"Ferch, Iven Fietje";"206";"männlich";"18.09.1997";"5";"Deutschland";"DE";"Mittelblock";"Nein";
"Gavenda";"Filip";"";"Filip Gavenda";"Gavenda, Filip";"202";"männlich";"13.01.1996";"2";"Slowakei";"SK";"Diagonal";"Nein";
"Gust";"Levin";"";"Levin Gust";"Gust, Levin";"188";"männlich";"16.03.1999";"15";"Deutschland";"DE";"Libero";"Nein";
"Hafemann";"Robin";"";"Robin Hafemann";"Hafemann, Robin";"198";"männlich";"02.11.1995";"7";"Deutschland";"DE";"Außenangriff";"Nein";
"Heinecke";"Daniel";"";"Daniel Heinecke";"Heinecke, Daniel";"199";"männlich";"28.06.1986";"12";"Deutschland";"DE";"Mittelblock";"Nein";
"Herr";"Luke Thomas A.";"";"Luke Thomas A. Herr";"Herr, Luke Thomas A.";"194";"männlich";"18.07.1994";"1";"Kanada";"CA";"Zuspiel";"Nein";
"Kaleck";"Sascha Uwe";"";"Sascha Uwe Kaleck";"Kaleck, Sascha Uwe";"202";"männlich";"08.04.1997";"4";"Deutschland";"DE";"Zuspiel";"Nein";
"Krabel";"Jan-Philipp";"";"Jan-Philipp Krabel";"Krabel, Jan-Philipp";"204";"männlich";"24.03.1998";"9";"Deutschland";"DE";"Diagonal";"Nein";
"Poluga";"Nikola";"";"Nikola Poluga";"Poluga, Nikola";"201";"männlich";"01.03.1986";"16";"Serbien";"RS";"Diagonal";"Nein";
"Ratajczak";"Kamil";"";"Kamil Ratajczak";"Ratajczak, Kamil";"182";"männlich";"24.09.1985";"10";"Polen";"PL";"Libero";"Nein";
"Schlag";"Timo";"";"Timo Schlag";"Schlag, Timo";"197";"männlich";"04.08.1995";"3";"Deutschland";"DE";"Außenangriff";"Nein";
"Sprung";"Paul";"";"Paul Sprung";"Sprung, Paul";"204";"männlich";"05.03.1991";"14";"Deutschland";"DE";"Mittelblock";"Nein";
"Timmermann";"Theo";"";"Theo Timmermann";"Timmermann, Theo";"190";"männlich";"14.09.1996";"11";"Deutschland";"DE";"Außenangriff";"Nein";
"Culic";"Mirko";"";"Mirko Culic";"Culic, Mirko";"0";"männlich";"05.02.1963";"";"Deutschland";"DE";"Trainer";"Ja";
"Rieke";"Manuel";"";"Manuel Rieke";"Rieke, Manuel";"194";"männlich";"23.10.1982";"";"Deutschland";"DE";"Co-Trainer";"Nein";
"Latzke";"Rainer";"";"Rainer Latzke";"Latzke, Rainer";"0";"männlich";"18.07.1961";"";"Deutschland";"DE";"Co-Trainer (Scout)";"Ja";
"Schulze";"Dustin";"";"Dustin Schulze";"Schulze, Dustin";"";"männlich";"16.08.1994";"";"Deutschland";"DE";"Co-Trainer (Scout)";"Ja";
"Dragowsky";"Kai";"";"Kai Dragowsky";"Dragowsky, Kai";"0";"männlich";"28.02.1970";"";"Deutschland";"DE";"Arzt";"Ja";
"Ewald";"David";"";"David Ewald";"Ewald, David";"";"männlich";"29.12.1982";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Prussak";"Immo";"";"Immo Prussak";"Prussak, Immo";"0";"männlich";"03.07.1955";"";"Deutschland";"DE";"Statistiker";"Ja";
