"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Finger";"Michal";"";"Michal Finger";"Finger, Michal";"202";"männlich";"02.09.1993";"6";"Tschechische Republik";"CZ";"Diagonal";"Nein";
"Gauna";"Maximiliano";"";"Maximiliano Gauna";"Gauna, Maximiliano";"197";"männlich";"29.04.1989";"2";"Argentinien";"AR";"Mittelblock";"Nein";
"Geiler";"Baptiste";"";"Baptiste Geiler";"Geiler, Baptiste";"200";"männlich";"12.03.1987";"14";"Frankreich";"FR";"Außenangriff";"Nein";
"Gergye";"Roland";"";"Roland Gergye";"Gergye, Roland";"197";"männlich";"24.02.1993";"11";"Ungarn";"HU";"Außenangriff";"Nein";
"Gontariu";"Adrian Radu";"";"Adrian Radu Gontariu";"Gontariu, Adrian Radu";"205";"männlich";"14.05.1984";"13";"Rumänien";"RO";"Diagonal";"Nein";
"Grebennikov";"Jenia";"";"Jenia Grebennikov";"Grebennikov, Jenia";"192";"männlich";"13.08.1990";"10";"Frankreich";"FR";"Libero";"Nein";
"Günthör";"Jakob";"";"Jakob Günthör";"Günthör, Jakob";"212";"männlich";"21.09.1995";"2";"Deutschland";"DE";"Mittelblock";"Nein";
"Günthör";"Max";"";"Max Günthör";"Günthör, Max";"208";"männlich";"09.08.1985";"8";"Deutschland";"DE";"Mittelblock";"Nein";
"Reichert";"Moritz";"";"Moritz Reichert";"Reichert, Moritz";"195";"männlich";"15.03.1995";"9";"Deutschland";"DE";"Außenangriff";"Nein";
"Späth-Westerholt";"Thilo";"";"Thilo Späth-Westerholt";"Späth-Westerholt, Thilo";"188";"männlich";"08.06.1987";"3";"Deutschland";"DE";"Universal";"Nein";
"Tischer";"Simon";"";"Simon Tischer";"Tischer, Simon";"199";"männlich";"24.04.1982";"5";"Deutschland";"DE";"Zuspiel";"Nein";
"Toniutti";"Benjamin";"";"Benjamin Toniutti";"Toniutti, Benjamin";"183";"männlich";"30.10.1989";"16";"Frankreich";"FR";"Zuspiel";"Nein";
"van Garderen";"Maarten";"";"Maarten van Garderen";"van Garderen, Maarten";"200";"männlich";"24.01.1990";"4";"Niederlande";"NL";"Außenangriff";"Nein";
"Vogel";"Nicholas";"";"Nicholas Vogel";"Vogel, Nicholas";"207";"männlich";"05.02.1990";"7";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Wasilewski";"Alan";"";"Alan Wasilewski";"Wasilewski, Alan";"201";"männlich";"23.07.1991";"1";"Polen";"PL";"Mittelblock";"Nein";
"Zimmermann";"Jan";"";"Jan Zimmermann";"Zimmermann, Jan";"192";"männlich";"12.02.1993";"17";"Deutschland";"DE";"Zuspiel";"Nein";
"Schüler";"Achim";"";"Achim Schüler";"Schüler, Achim";"";"männlich";"14.10.1991";"";"Deutschland";"DE";"";"Nein";
"Moculescu";"Stelian";"";"Stelian Moculescu";"Moculescu, Stelian";"0";"männlich";"06.05.1950";"";"Deutschland";"DE";"Trainer";"Nein";
"Fenoglio";"Marco";"";"Marco Fenoglio";"Fenoglio, Marco";"";"männlich";"16.03.1970";"";"Italien";"IT";"Co-Trainer";"Nein";
"Tanase";"Bogdan";"";"Bogdan Tanase";"Tanase, Bogdan";"";"männlich";"07.07.1981";"";"Rumänien";"RO";"Co-Trainer (Scout)";"Ja";
"Kees";"Johann";"";"Johann Kees";"Kees, Johann";"0";"männlich";"07.01.1962";"";"Deutschland";"DE";"Arzt";"Ja";
"Klenk";"Kathrin";"";"Kathrin Klenk";"Klenk, Kathrin";"0";"weiblich";"26.02.1983";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Klenk";"Oliver";"";"Oliver Klenk";"Klenk, Oliver";"0";"männlich";"12.04.1979";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Schüler";"Achim";"";"Achim Schüler";"Schüler, Achim";"";"männlich";"14.10.1991";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
