"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Arrechea";"Diana";"";"Diana Arrechea";"Arrechea, Diana";"178";"weiblich";"14.09.1994";"2";"Kolumbien";"CO";"Außenangriff";"Nein";
"Dreblow";"Sophie";"";"Sophie Dreblow";"Dreblow, Sophie";"168";"weiblich";"09.07.1998";"11";"Deutschland";"DE";"Libero";"Nein";
"Drewniok";"Kimberly";"";"Kimberly Drewniok";"Drewniok, Kimberly";"188";"weiblich";"11.08.1997";"4";"Deutschland";"DE";"Diagonal";"Nein";
"Gründing";"Lisa";"";"Lisa Gründing";"Gründing, Lisa";"185";"weiblich";"02.12.1991";"9";"Deutschland";"DE";"Mittelblock";"Nein";
"Hippe";"Saskia";"";"Saskia Hippe";"Hippe, Saskia";"186";"weiblich";"16.01.1991";"13";"Deutschland";"DE";"Diagonal";"Nein";
"Hölzig";"Annegret";"";"Annegret Hölzig";"Hölzig, Annegret";"183";"weiblich";"29.05.1997";"8";"Deutschland";"DE";"Außenangriff";"Nein";
"Katic";"Marina";"";"Marina Katic";"Katic, Marina";"183";"weiblich";"01.10.1983";"5";"Kroatien";"HR";"Zuspiel";"Nein";
"Mapeli Burchardt";"Regina";"";"Regina Mapeli Burchardt";"Mapeli Burchardt, Regina";"186";"weiblich";"01.07.1983";"15";"Deutschland";"DE";"Außenangriff";"Nein";
"Montano";"Ivonne Daniela";"";"Ivonne Daniela Montano";"Montano, Ivonne Daniela";"187";"weiblich";"12.11.1995";"12";"Kolumbien";"CO";"Mittelblock";"Nein";
"Radzuweit";"Kathy";"";"Kathy Radzuweit";"Radzuweit, Kathy";"196";"weiblich";"02.03.1982";"16";"Deutschland";"DE";"Mittelblock";"Nein";
"Roani";"Manuela";"";"Manuela Roani";"Roani, Manuela";"186";"weiblich";"13.02.1983";"14";"Italien";"IT";"Außenangriff";"Nein";
"Rühl";"Lisa";"";"Lisa Rühl";"Rühl, Lisa";"178";"weiblich";"22.09.1989";"3";"Deutschland";"DE";"Libero";"Nein";
"Schaus";"Nadja";"";"Nadja Schaus";"Schaus, Nadja";"188";"weiblich";"08.11.1984";"6";"Deutschland";"DE";"Diagonal";"Nein";
"Silge";"Wiebke";"";"Wiebke Silge";"Silge, Wiebke";"190";"weiblich";"16.07.1996";"10";"Deutschland";"DE";"Mittelblock";"Nein";
"Sydlik";"Luisa";"";"Luisa Sydlik";"Sydlik, Luisa";"175";"weiblich";"24.12.1996";"7";"Deutschland";"DE";"Zuspiel";"Nein";
"Salomoni";"Alberto";"";"Alberto Salomoni";"Salomoni, Alberto";"0";"männlich";"14.04.1966";"";"Italien";"IT";"Trainer";"Nein";
"Aiuto";"Fabio";"";"Fabio Aiuto";"Aiuto, Fabio";"";"männlich";"14.11.1973";"";"Italien";"IT";"Co-Trainer";"Nein";
"Leunert";"Henning";"Dr.";"Dr. Henning Leunert";"Dr. Leunert, Henning";"192";"männlich";"03.09.1963";"";"Deutschland";"DE";"Arzt";"Ja";
"Meyer";"Ulli";"";"Ulli Meyer";"Meyer, Ulli";"0";"männlich";"26.04.1988";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Boieri";"Riccardo";"";"Riccardo Boieri";"Boieri, Riccardo";"184";"männlich";"26.10.1987";"";"Italien";"IT";"Statistiker";"Ja";
