"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Bartsch";"Michelle";"";"Michelle Bartsch";"Bartsch, Michelle";"193";"weiblich";"12.02.1990";"15";"Vereinigte Staaten von Amerika";"US";"Außenangriff";"Nein";
"Courtois";"Valerie";"";"Valerie Courtois";"Courtois, Valerie";"172";"weiblich";"01.11.1990";"18";"Belgien";"BE";"Libero";"Nein";
"Cross";"Jennifer";"";"Jennifer Cross";"Cross, Jennifer";"195";"weiblich";"04.07.1992";"12";"Kanada";"CA";"Mittelblock";"Nein";
"Dijkema";"Laura";"";"Laura Dijkema";"Dijkema, Laura";"185";"weiblich";"18.02.1990";"7";"Niederlande";"NL";"Zuspiel";"Nein";
"Hindriksen";"Mareike";"";"Mareike Hindriksen";"Hindriksen, Mareike";"182";"weiblich";"14.11.1987";"1";"Deutschland";"DE";"Zuspiel";"Nein";
"Izquierdo-Mocasqui";"Lisa";"";"Lisa Izquierdo-Mocasqui";"Izquierdo-Mocasqui, Lisa";"177";"weiblich";"29.08.1994";"13";"Deutschland";"DE";"Außenangriff";"Nein";
"Lippmann";"Louisa";"";"Louisa Lippmann";"Lippmann, Louisa";"191";"weiblich";"23.09.1994";"8";"Deutschland";"DE";"Diagonal";"Nein";
"Little";"Whitney";"";"Whitney Little";"Little, Whitney";"190";"weiblich";"03.04.1993";"11";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Lowke";"Elisabeth";"";"Elisabeth Lowke";"Lowke, Elisabeth";"192";"weiblich";"22.02.1997";"6";"Deutschland";"DE";"Mittelblock";"Nein";
"Mancuso";"Gina";"";"Gina Mancuso";"Mancuso, Gina";"183";"weiblich";"31.05.1991";"17";"Vereinigte Staaten von Amerika";"US";"Außenangriff";"Nein";
"Mikhailenko";"Kristina";"";"Kristina Mikhailenko";"Mikhailenko, Kristina";"188";"weiblich";"26.03.1992";"3";"Belarus (Weißrussland)";"BY";"Diagonal";"Nein";
"Onyejekwe";"Nneka";"";"Nneka Onyejekwe";"Onyejekwe, Nneka";"189";"weiblich";"18.08.1989";"18";"Rumänien";"RO";"Mittelblock";"Nein";
"Plath";"Constance";"";"Constance Plath";"Plath, Constance";"185";"weiblich";"16.04.1996";"6";"Deutschland";"DE";"Mittelblock";"Nein";
"Schoot";"Myrthe Mathilde";"";"Myrthe Mathilde Schoot";"Schoot, Myrthe Mathilde";"183";"weiblich";"29.08.1988";"9";"Niederlande";"NL";"Libero";"Nein";
"Schwabe";"Katharina";"";"Katharina Schwabe";"Schwabe, Katharina";"180";"weiblich";"29.04.1993";"16";"Deutschland";"DE";"Außenangriff";"Nein";
"Slay";"Kathleen Elizabeth";"";"Kathleen Elizabeth Slay";"Slay, Kathleen Elizabeth";"198";"weiblich";"04.11.1991";"10";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Stock";"Lisa";"";"Lisa Stock";"Stock, Lisa";"168";"weiblich";"06.06.1994";"14";"Deutschland";"DE";"Libero";"Nein";
"Wolf";"Luise";"";"Luise Wolf";"Wolf, Luise";"182";"weiblich";"14.11.1997";"6";"Deutschland";"DE";"Außenangriff";"Nein";
"Waibl";"Alexander";"";"Alexander Waibl";"Waibl, Alexander";"0";"männlich";"20.03.1968";"";"Deutschland";"DE";"Trainer";"Nein";
"Masek";"Michal";"";"Michal Masek";"Masek, Michal";"0";"männlich";"08.08.1983";"";"Slowakei";"SK";"Co-Trainer";"Nein";
"Müller";"Till";"";"Till Müller";"Müller, Till";"0";"männlich";"20.10.1992";"";"Deutschland";"DE";"Co-Trainer (Scout)";"Ja";
"Rath";"Ulrich";"";"Ulrich Rath";"Rath, Ulrich";"0";"männlich";"22.09.1964";"";"Deutschland";"DE";"Co-Trainer (Scout)";"Ja";
"Höhne";"Attila";"Dr.";"Dr. Attila Höhne";"Dr. Höhne, Attila";"";"männlich";"06.12.1970";"";"Deutschland";"DE";"Arzt";"Ja";
"Lorenz";"Tino";"Dr.";"Dr. Tino Lorenz";"Dr. Lorenz, Tino";"";"männlich";"20.07.1962";"";"Deutschland";"DE";"Arzt";"Ja";
"Hartmann";"Christoph";"";"Christoph Hartmann";"Hartmann, Christoph";"0";"männlich";"09.05.1987";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Meinel";"Raphael";"";"Raphael Meinel";"Meinel, Raphael";"0";"männlich";"05.10.1980";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Müller";"Till";"";"Till Müller";"Müller, Till";"0";"männlich";"20.10.1992";"";"Deutschland";"DE";"Statistiker";"Ja";
