"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Finger";"Michal";"";"Michal Finger";"Finger, Michal";"202";"männlich";"02.09.1993";"6";"Tschechische Republik";"CZ";"Diagonal";"Nein";
"Günthör";"Jakob";"";"Jakob Günthör";"Günthör, Jakob";"212";"männlich";"21.09.1995";"12";"Deutschland";"DE";"Mittelblock";"Ja";
"Klein";"Georg";"";"Georg Klein";"Klein, Georg";"200";"männlich";"22.08.1991";"8";"Deutschland";"DE";"Mittelblock";"Nein";
"Kocian";"Tomas";"";"Tomas Kocian";"Kocian, Tomas";"192";"männlich";"27.03.1988";"17";"Deutschland";"DE";"Zuspiel";"Nein";
"Malescha";"Daniel";"";"Daniel Malescha";"Malescha, Daniel";"203";"männlich";"28.04.1994";"11";"Deutschland";"DE";"Diagonal";"Ja";
"Mustedanovic";"Armin";"";"Armin Mustedanovic";"Mustedanovic, Armin";"195";"männlich";"26.04.1986";"15";"Bosnien und Herzegowina";"BA";"Außenangriff";"Nein";
"Protopsaltis";"Athanasios";"";"Athanasios Protopsaltis";"Protopsaltis, Athanasios";"180";"männlich";"12.09.1993";"7";"Griechenland";"GR";"Außenangriff";"Nein";
"Rousseaux";"Tomas";"";"Tomas Rousseaux";"Rousseaux, Tomas";"196";"männlich";"31.03.1994";"14";"Belgien";"BE";"Außenangriff";"Nein";
"Sossenheimer";"David";"";"David Sossenheimer";"Sossenheimer, David";"193";"männlich";"21.06.1996";"5";"Deutschland";"DE";"Außenangriff";"Nein";
"Späth-Westerholt";"Thilo";"";"Thilo Späth-Westerholt";"Späth-Westerholt, Thilo";"188";"männlich";"08.06.1987";"3";"Deutschland";"DE";"Libero";"Nein";
"Steuerwald";"Markus";"";"Markus Steuerwald";"Steuerwald, Markus";"182";"männlich";"07.03.1989";"13";"Deutschland";"DE";"Libero";"Nein";
"Takvam";"Andreas";"";"Andreas Takvam";"Takvam, Andreas";"200";"männlich";"04.06.1993";"4";"Norwegen";"NO";"Mittelblock";"Nein";
"Tischer";"Simon";"";"Simon Tischer";"Tischer, Simon";"199";"männlich";"24.04.1982";"10";"Deutschland";"DE";"Zuspiel";"Nein";
"Zenger";"Julian";"";"Julian Zenger";"Zenger, Julian";"190";"männlich";"26.08.1997";"16";"Deutschland";"DE";"Libero";"Nein";
"Heynen";"Vital";"";"Vital Heynen";"Heynen, Vital";"";"männlich";"12.06.1969";"";"Belgien";"BE";"Trainer";"Ja";
"Pfleghar";"Adrian";"";"Adrian Pfleghar";"Pfleghar, Adrian";"0";"männlich";"12.02.1982";"";"Deutschland";"DE";"Trainer";"Nein";
"Pfleghar";"Adrian";"";"Adrian Pfleghar";"Pfleghar, Adrian";"0";"männlich";"12.02.1982";"";"Deutschland";"DE";"Co-Trainer";"Nein";
"Vemic";"Radomir";"";"Radomir Vemic";"Vemic, Radomir";"";"männlich";"28.04.1984";"";"Serbien";"RS";"Co-Trainer (Scout)";"Ja";
"Frei";"Patrick";"";"Patrick Frei";"Frei, Patrick";"";"männlich";"19.04.1973";"";"Deutschland";"DE";"Arzt";"Ja";
"Kees";"Johann";"";"Johann Kees";"Kees, Johann";"0";"männlich";"07.01.1962";"";"Deutschland";"DE";"Arzt";"Ja";
"Goos";"Martin";"";"Martin Goos";"Goos, Martin";"";"männlich";"07.06.1990";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Klenk";"Kathrin";"";"Kathrin Klenk";"Klenk, Kathrin";"0";"weiblich";"26.02.1983";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Klenk";"Oliver";"";"Oliver Klenk";"Klenk, Oliver";"0";"männlich";"12.04.1979";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Schüler";"Achim";"";"Achim Schüler";"Schüler, Achim";"";"männlich";"14.10.1991";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Vemic";"Radomir";"";"Radomir Vemic";"Vemic, Radomir";"";"männlich";"28.04.1984";"";"Serbien";"RS";"Statistiker";"Ja";
