"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Agbortabi";"Vanessa";"";"Vanessa Agbortabi";"Agbortabi, Vanessa";"180";"weiblich";"04.12.1998";"1";"Deutschland";"DE";"Außenangriff";"Nein";
"Berger";"Lara";"";"Lara Berger";"Berger, Lara";"196";"weiblich";"02.11.2001";"15";"Deutschland";"DE";"Mittelblock";"Nein";
"Bluhm";"Josefin";"";"Josefin Bluhm";"Bluhm, Josefin";"178";"weiblich";"10.03.2000";"10";"Deutschland";"DE";"Libero";"Nein";
"Bock";"Josepha";"";"Josepha Bock";"Bock, Josepha";"181";"weiblich";"23.01.2000";"2";"Deutschland";"DE";"Mittelblock";"Nein";
"Cyris";"Emma";"";"Emma Cyris";"Cyris, Emma";"190";"weiblich";"09.04.2001";"13";"Deutschland";"DE";"Außenangriff";"Nein";
"Dimitriadis";"Athina";"";"Athina Dimitriadis";"Dimitriadis, Athina";"195";"weiblich";"23.06.2000";"16";"Deutschland";"DE";"Mittelblock";"Nein";
"Herzog";"Maike";"";"Maike Herzog";"Herzog, Maike";"196";"weiblich";"10.12.1999";"5";"Deutschland";"DE";"Mittelblock";"Nein";
"Jatzko";"Romy";"";"Romy Jatzko";"Jatzko, Romy";"185";"weiblich";"26.01.2000";"14";"Deutschland";"DE";"Außenangriff";"Nein";
"Klein";"Luise";"";"Luise Klein";"Klein, Luise";"178";"weiblich";"15.01.1999";"6";"Deutschland";"DE";"Zuspiel";"Nein";
"Kretschmer";"Lara";"";"Lara Kretschmer";"Kretschmer, Lara";"189";"weiblich";"29.08.2001";"17";"Deutschland";"DE";"Mittelblock";"Nein";
"Köppen";"Gina";"";"Gina Köppen";"Köppen, Gina";"186";"weiblich";"04.12.1998";"7";"Deutschland";"DE";"Außenangriff";"Nein";
"Lenz";"Sindy";"";"Sindy Lenz";"Lenz, Sindy";"185";"weiblich";"03.10.1998";"8";"Deutschland";"DE";"Außenangriff";"Nein";
"Liu";"Jenni";"";"Jenni Liu";"Liu, Jenni";"180";"weiblich";"29.05.2000";"12";"Deutschland";"DE";"Zuspiel";"Nein";
"Morgenroth";"Paula";"";"Paula Morgenroth";"Morgenroth, Paula";"172";"weiblich";"07.04.1999";"3";"Deutschland";"DE";"Libero";"Nein";
"Noack";"Juliane";"";"Juliane Noack";"Noack, Juliane";"193";"weiblich";"10.05.2000";"4";"Deutschland";"DE";"Mittelblock";"Nein";
"Otto";"Charlotte";"";"Charlotte Otto";"Otto, Charlotte";"179";"weiblich";"13.02.2001";"18";"Deutschland";"DE";"Zuspiel";"Nein";
"Schieder";"Hanna-Marie";"";"Hanna-Marie Schieder";"Schieder, Hanna-Marie";"190";"weiblich";"21.03.2001";"18";"Deutschland";"DE";"Außenangriff";"Nein";
"Skinner";"Aisha";"";"Aisha Skinner";"Skinner, Aisha";"181";"weiblich";"16.04.1999";"9";"Deutschland";"DE";"Diagonal";"Nein";
"Weidt";"Merle";"";"Merle Weidt";"Weidt, Merle";"185";"weiblich";"20.07.1999";"11";"Deutschland";"DE";"Mittelblock";"Nein";
"Frydnes";"Martin";"";"Martin Frydnes";"Frydnes, Martin";"";"männlich";"22.02.1988";"";"Norwegen";"NO";"Trainer";"Nein";
"Rex";"Tobias";"";"Tobias Rex";"Rex, Tobias";"";"männlich";"31.03.1981";"";"Deutschland";"DE";"Co-Trainer";"Ja";
"Hinz";"Söhnke";"";"Söhnke Hinz";"Hinz, Söhnke";"0";"männlich";"27.02.1969";"";"Deutschland";"DE";"Co-Trainer (Scout)";"Ja";
"Knospe";"Christian";"";"Christian Knospe";"Knospe, Christian";"176";"männlich";"16.05.1990";"";"Deutschland";"DE";"Co-Trainer (Scout)";"Ja";
"Paleszniak";"Wojciech";"";"Wojciech Paleszniak";"Paleszniak, Wojciech";"0";"männlich";"04.08.1986";"";"Polen";"PL";"Co-Trainer (Scout)";"Ja";
"Tietböhl";"Jens";"";"Jens Tietböhl";"Tietböhl, Jens";"0";"männlich";"27.10.1962";"";"Deutschland";"DE";"Co-Trainer (Scout)";"Ja";
"Grün";"Stefanie";"";"Stefanie Grün";"Grün, Stefanie";"";"weiblich";"01.01.1985";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Haack";"Marcel";"";"Marcel Haack";"Haack, Marcel";"";"männlich";"04.07.1988";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Kasten";"Saskia";"";"Saskia Kasten";"Kasten, Saskia";"180";"weiblich";"08.11.1990";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Lassek";"Peter";"";"Peter Lassek";"Lassek, Peter";"";"männlich";"04.09.1986";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Sprung";"Nora";"";"Nora Sprung";"Sprung, Nora";"";"männlich";"13.09.1990";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Knospe";"Christian";"";"Christian Knospe";"Knospe, Christian";"176";"männlich";"16.05.1990";"";"Deutschland";"DE";"Statistiker";"Ja";
