"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Cesar";"Annie";"";"Annie Cesar";"Cesar, Annie";"173";"weiblich";"26.04.1997";"6";"Deutschland";"DE";"Libero";"Nein";
"Daalderop";"Nika";"";"Nika Daalderop";"Daalderop, Nika";"189";"weiblich";"29.11.1998";"9";"Niederlande";"NL";"Außenangriff";"Nein";
"Kästner";"Pia";"";"Pia Kästner";"Kästner, Pia";"180";"weiblich";"29.06.1998";"10";"Deutschland";"DE";"Zuspiel";"Nein";
"McCage";"Mallory Grace";"";"Mallory Grace McCage";"McCage, Mallory Grace";"192";"weiblich";"02.02.1994";"5";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Mlejnkova";"Michaela";"";"Michaela Mlejnkova";"Mlejnkova, Michaela";"185";"weiblich";"26.07.1996";"16";"Tschechische Republik";"CZ";"Außenangriff";"Nein";
"Perovic";"Nikoleta";"";"Nikoleta Perovic";"Perovic, Nikoleta";"185";"weiblich";"01.11.1994";"1";"Montenegro";"ME";"Diagonal";"Nein";
"Potts";"Jenna";"";"Jenna Potts";"Potts, Jenna";"190";"weiblich";"28.02.1994";"14";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Pusic";"Teodora";"";"Teodora Pusic";"Pusic, Teodora";"170";"weiblich";"12.03.1993";"11";"Serbien";"RS";"Libero";"Nein";
"Sandor";"Renata";"";"Renata Sandor";"Sandor, Renata";"182";"weiblich";"15.12.1990";"7";"Ungarn";"HU";"Außenangriff";"Nein";
"Schaefer";"Julia";"";"Julia Schaefer";"Schaefer, Julia";"188";"weiblich";"03.07.1996";"8";"Deutschland";"DE";"Außenangriff";"Nein";
"Stoltenborg";"Femke";"";"Femke Stoltenborg";"Stoltenborg, Femke";"190";"weiblich";"30.07.1991";"2";"Niederlande";"NL";"Zuspiel";"Nein";
"Tapp";"Paige";"";"Paige Tapp";"Tapp, Paige";"187";"weiblich";"21.06.1995";"17";"Vereinigte Staaten von Amerika";"US";"Mittelblock";"Nein";
"Tomazela Pissinato";"Micheli";"";"Micheli Tomazela Pissinato";"Tomazela Pissinato, Micheli";"184";"weiblich";"28.03.1984";"3";"Brasilien";"BR";"Mittelblock";"Nein";
"van Daelen";"Deborah";"";"Deborah van Daelen";"van Daelen, Deborah";"188";"weiblich";"24.03.1989";"12";"Niederlande";"NL";"Diagonal";"Nein";
"Athanasopoulos";"Ioannis";"";"Ioannis Athanasopoulos";"Athanasopoulos, Ioannis";"190";"männlich";"24.08.1978";"";"Griechenland";"GR";"Trainer";"Nein";
"Miyashiro";"Tamari";"";"Tamari Miyashiro";"Miyashiro, Tamari";"170";"weiblich";"08.07.1987";"";"Vereinigte Staaten von Amerika";"US";"Co-Trainer";"Nein";
"Paraschidis";"Ioannis";"";"Ioannis Paraschidis";"Paraschidis, Ioannis";"";"männlich";"24.08.1989";"";"Griechenland";"GR";"Co-Trainer (Scout)";"Ja";
"Hoffmann";"Andreas Hans";"Dr.";"Dr. Andreas Hans Hoffmann";"Dr. Hoffmann, Andreas Hans";"0";"männlich";"30.05.1966";"";"Deutschland";"DE";"Arzt";"Ja";
"Zieger";"Frank Stefan";"";"Frank Stefan Zieger";"Zieger, Frank Stefan";"";"männlich";"10.03.1960";"";"Deutschland";"DE";"Arzt";"Ja";
"Dau";"Tina";"Bachelor of Science";"Bachelor of Science Tina Dau";"Bachelor of Science Dau, Tina";"168";"weiblich";"30.08.1985";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Bühler";"Andreas";"";"Andreas Bühler";"Bühler, Andreas";"0";"männlich";"17.06.1973";"";"Deutschland";"DE";"Statistiker";"Ja";
