"Nachname";"Vorname";"Titel";"Titel Vorname Nachname";"Titel Nachname, Vorname";"Größe";"Geschlecht";"Geburtsdatum";"Trikot";"Staatsangehörigkeit";"NAT";"Position/Funktion Offizieller";"spielberechtigt";
"Bognar";"Kristina";"Dr.";"Dr. Kristina Bognar";"Dr. Bognar, Kristina";"177";"weiblich";"03.03.1983";"13";"Deutschland";"DE";"Zuspiel";"Nein";
"Cutuk";"Bernarda";"";"Bernarda Cutuk";"Cutuk, Bernarda";"186";"weiblich";"22.12.1990";"14";"Kroatien";"HR";"Mittelblock";"Nein";
"Dreblow";"Sophie";"";"Sophie Dreblow";"Dreblow, Sophie";"168";"weiblich";"09.07.1998";"11";"Deutschland";"DE";"Libero";"Nein";
"Dörfler";"Josephine";"";"Josephine Dörfler";"Dörfler, Josephine";"193";"weiblich";"09.07.1987";"12";"Deutschland";"DE";"Außenangriff";"Nein";
"Engel";"Doreen";"";"Doreen Engel";"Engel, Doreen";"179";"weiblich";"08.02.1982";"10";"Deutschland";"DE";"Zuspiel";"Nein";
"Fresco";"Lucia Daniela";"";"Lucia Daniela Fresco";"Fresco, Lucia Daniela";"193";"weiblich";"14.05.1991";"5";"Argentinien";"AR";"Diagonal";"Nein";
"Gründing";"Lisa";"";"Lisa Gründing";"Gründing, Lisa";"185";"weiblich";"02.12.1991";"9";"Deutschland";"DE";"Diagonal";"Nein";
"Jelic";"Nikolina";"";"Nikolina Jelic";"Jelic, Nikolina";"190";"weiblich";"09.11.1991";"8";"Kroatien";"HR";"Außenangriff";"Nein";
"Muri";"Elisa";"";"Elisa Muri";"Muri, Elisa";"178";"weiblich";"10.06.1984";"7";"Italien";"IT";"Zuspiel";"Nein";
"Murray Méthot";"Marie-Pier";"";"Marie-Pier Murray Méthot";"Murray Méthot, Marie-Pier";"185";"weiblich";"23.03.1986";"17";"Kanada";"CA";"Diagonal";"Nein";
"Page";"Brittney";"";"Brittney Page";"Page, Brittney";"184";"weiblich";"04.02.1984";"15";"Kanada";"CA";"Diagonal";"Nein";
"Radosova";"Nikola";"";"Nikola Radosova";"Radosova, Nikola";"186";"weiblich";"03.05.1992";"16";"Slowakei";"SK";"Außenangriff";"Nein";
"Radzuweit";"Kathy";"";"Kathy Radzuweit";"Radzuweit, Kathy";"196";"weiblich";"02.03.1982";"2";"Deutschland";"DE";"Mittelblock";"Nein";
"Rivero";"Jessica";"";"Jessica Rivero";"Rivero, Jessica";"180";"weiblich";"15.03.1995";"18";"Spanien";"ES";"Außenangriff";"Nein";
"Rühl";"Lisa";"";"Lisa Rühl";"Rühl, Lisa";"178";"weiblich";"22.09.1989";"3";"Deutschland";"DE";"Libero";"Nein";
"Sajdova";"Nikol";"";"Nikol Sajdova";"Sajdova, Nikol";"186";"weiblich";"20.07.1988";"4";"Tschechische Republik";"CZ";"Mittelblock";"Nein";
"Salomoni";"Alberto";"";"Alberto Salomoni";"Salomoni, Alberto";"0";"männlich";"14.04.1966";"";"Italien";"IT";"Trainer";"Nein";
"Ebana";"Andrea";"";"Andrea Ebana";"Ebana, Andrea";"0";"männlich";"04.12.1984";"";"Italien";"IT";"Co-Trainer";"Nein";
"Rocca";"Flavio";"";"Flavio Rocca";"Rocca, Flavio";"";"männlich";"23.01.1978";"";"Italien";"IT";"Co-Trainer (Scout)";"Ja";
"Leunert";"Henning";"Dr.";"Dr. Henning Leunert";"Dr. Leunert, Henning";"192";"männlich";"03.09.1963";"";"Deutschland";"DE";"Arzt";"Ja";
"Meyer";"Ulli";"";"Ulli Meyer";"Meyer, Ulli";"0";"männlich";"26.04.1988";"";"Deutschland";"DE";"Physiotherapeut";"Ja";
"Rocca";"Flavio";"";"Flavio Rocca";"Rocca, Flavio";"";"männlich";"23.01.1978";"";"Italien";"IT";"Statistiker";"Ja";
